position,GK
passes_completed,-0.7899
passes,-0.464
dribbles_completed,-1.1028
dribbles,-1.1056
passes_completed_short,-1.5815
passes_short,-1.7828
passes_completed_medium,-0.6052
passes_medium,-0.9076
passes_completed_long,1.2688
passes_long,2.6715
passes_total_distance,0.2769
passes_free_kicks,1.0399
through_balls,-0.7252
passes_pressure,-1.6467
passes_switches,-0.7948
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.5445
passes_blocked,-1.7211
dispossessed,-1.228
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.3759
gca,-0.9433
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.0087
passes_into_penalty_area,-1.1814
progressive_passes,-1.7521
carry_progressive_distance,-0.9203
assisted_shots,-1.2514
fouled,-1.4462
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.6508
pressures,-2.1123
pressure_regains,-2.2334
clearances,-1.0323
errors,0.9857
aerials_won,-1.1308
aerials_lost,-1.2211
ball_recoveries,-0.6213
pens_conceded,0.2133
fouls,-1.8348
cards_yellow_red,-0.2618
