position,RW
passes_completed,-0.714
passes,-0.6272
dribbles_completed,-0.0427
dribbles,0.4221
passes_completed_short,-0.3489
passes_short,-0.2763
passes_completed_medium,-0.7901
passes_medium,-0.7047
passes_completed_long,-0.7995
passes_long,-0.7053
passes_total_distance,-0.7967
passes_free_kicks,-0.0053
through_balls,0.0106
passes_pressure,-0.0573
passes_switches,-0.1317
crosses,1.4818
corner_kicks,1.2939
passes_intercepted,-0.6881
passes_blocked,0.9147
dispossessed,1.0995
goals,0.3156
assists,-0.0441
pens_made,-0.2418
pens_att,-0.271
shots_total,0.7712
shots_on_target,0.6383
sca,1.1529
gca,0.6035
xg,1.1938
crosses_into_penalty_area,0.272
passes_into_final_third,-0.7923
passes_into_penalty_area,0.1105
progressive_passes,-0.5177
carry_progressive_distance,0.1027
assisted_shots,1.3395
fouled,0.8468
pens_won,-0.2935
tackles,-0.5196
interceptions,-0.7837
blocks,-0.7112
tackles_won,-0.1708
dribble_tackles,-0.717
dribbles_vs,-0.4261
pressures,-0.371
pressure_regains,-0.126
clearances,-0.8513
errors,-0.3758
aerials_won,-0.3154
aerials_lost,0.4626
ball_recoveries,-0.8756
pens_conceded,-0.3182
fouls,-0.282
cards_yellow_red,-0.1906
