position,CB
minutes,802.0
passes_completed,-0.7608
passes,-0.9527
dribbles_completed,-1.1187
dribbles,-1.1911
passes_completed_short,-1.6189
passes_short,-1.8134
passes_completed_medium,-0.1932
passes_medium,-0.266
passes_completed_long,0.2867
passes_long,0.076
passes_total_distance,-0.2961
passes_free_kicks,-0.2276
through_balls,-0.6322
passes_pressure,-1.092
passes_switches,-0.7937
crosses,-1.1359
corner_kicks,-0.5567
passes_intercepted,-1.3317
passes_blocked,-1.7015
dispossessed,-1.034
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.2173
shots_on_target,-0.7539
sca,-1.5874
gca,-1.0103
xg,-0.8911
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.7324
passes_into_penalty_area,-1.308
progressive_passes,-1.3394
carry_progressive_distance,-1.3446
assisted_shots,-1.3957
fouled,-1.0593
pens_won,-0.2937
tackles,0.289
interceptions,0.4744
blocks,-1.4693
tackles_won,0.1261
dribble_tackles,0.048
dribbles_vs,-0.2573
pressures,-1.0361
pressure_regains,-0.9057
clearances,2.1606
errors,-0.376
aerials_won,1.2349
aerials_lost,0.771
ball_recoveries,0.1898
pens_conceded,-0.3183
fouls,1.045
cards_yellow_red,-0.1907
