position,RW
minutes,-0.448
passes_completed,-0.62
passes,-0.5432
dribbles_completed,0.6664
dribbles,1.2166
passes_completed_short,-0.3757
passes_short,-0.2632
passes_completed_medium,-0.6609
passes_medium,-0.7213
passes_completed_long,-0.58
passes_long,-0.6178
passes_total_distance,-0.6736
passes_free_kicks,-0.3006
through_balls,0.8116
passes_pressure,0.2549
passes_switches,0.133
crosses,0.7965
corner_kicks,1.1837
passes_intercepted,1.0078
passes_blocked,1.852
dispossessed,2.1587
goals,-0.7238
assists,0.0456
pens_made,-0.2418
pens_att,-0.271
shots_total,0.6008
shots_on_target,-0.0299
sca,0.0567
gca,-0.1037
xg,-0.159
crosses_into_penalty_area,0.2303
passes_into_final_third,-0.5647
passes_into_penalty_area,0.4446
progressive_passes,0.0965
carry_progressive_distance,1.5274
assisted_shots,0.5065
fouled,0.5371
pens_won,-0.2935
tackles,-1.6067
interceptions,-1.4239
blocks,-1.7098
tackles_won,-1.4794
dribble_tackles,-1.4373
dribbles_vs,-1.852
pressures,0.6029
pressure_regains,0.4491
clearances,-0.7698
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-1.1157
ball_recoveries,-0.6933
pens_conceded,-0.3182
fouls,-1.3842
cards_yellow_red,-0.1906
