position,LB
passes_completed,0.5199
passes,0.5431
dribbles_completed,-0.0556
dribbles,0.3007
passes_completed_short,1.2543
passes_short,1.254
passes_completed_medium,0.1121
passes_medium,0.2277
passes_completed_long,-0.5063
passes_long,-0.453
passes_total_distance,0.0909
passes_free_kicks,0.0578
through_balls,-0.632
passes_pressure,0.3109
passes_switches,-0.9907
crosses,-0.0259
corner_kicks,-0.25
passes_intercepted,0.1613
passes_blocked,-0.372
dispossessed,-0.2572
goals,-0.4153
assists,-0.3396
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.0511
shots_on_target,-0.7647
sca,-0.1503
gca,0.4265
xg,-0.8521
crosses_into_penalty_area,0.2917
passes_into_final_third,0.2212
passes_into_penalty_area,-0.2975
progressive_passes,-0.1606
carry_progressive_distance,1.0334
assisted_shots,-0.3903
fouled,1.1713
pens_won,-0.2935
tackles,0.5158
interceptions,-0.6241
blocks,1.0336
tackles_won,0.517
dribble_tackles,0.9853
dribbles_vs,0.4958
pressures,0.3622
pressure_regains,0.7448
clearances,0.7348
errors,0.7529
aerials_won,0.2174
aerials_lost,-0.0972
ball_recoveries,0.7479
pens_conceded,2.6344
fouls,-0.4752
cards_yellow_red,-0.1906
