position,DM
passes_completed,1.8059
passes,1.6718
dribbles_completed,0.1453
dribbles,0.0405
passes_completed_short,2.4629
passes_short,2.3546
passes_completed_medium,1.2564
passes_medium,1.217
passes_completed_long,0.2211
passes_long,0.021
passes_total_distance,1.1761
passes_free_kicks,1.0574
through_balls,1.7467
passes_pressure,0.5392
passes_switches,-0.4056
crosses,-0.9279
corner_kicks,0.0807
passes_intercepted,-0.2835
passes_blocked,0.585
dispossessed,-0.085
goals,-0.2428
assists,0.5745
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.0061
shots_on_target,0.4112
sca,-0.1127
gca,0.1099
xg,-0.5291
crosses_into_penalty_area,-0.8504
passes_into_final_third,1.6656
passes_into_penalty_area,-0.5201
progressive_passes,0.9002
carry_progressive_distance,0.6227
assisted_shots,-0.19
fouled,-0.3044
pens_won,-0.2935
tackles,1.0111
interceptions,1.5212
blocks,-0.1079
tackles_won,1.3924
dribble_tackles,1.0069
dribbles_vs,1.185
pressures,1.0108
pressure_regains,1.6226
clearances,0.6523
errors,-0.3758
aerials_won,0.299
aerials_lost,-0.5427
ball_recoveries,1.2301
pens_conceded,-0.3182
fouls,1.4891
cards_yellow_red,-0.1906
