position,RW
minutes,-0.7031
passes_completed,-0.3428
passes,-0.1624
dribbles_completed,0.8694
dribbles,0.939
passes_completed_short,-0.0042
passes_short,0.4287
passes_completed_medium,-0.4508
passes_medium,-0.562
passes_completed_long,-0.3603
passes_long,-0.2764
passes_total_distance,-0.4308
passes_free_kicks,-1.0216
through_balls,-0.632
passes_pressure,1.2151
passes_switches,0.2472
crosses,0.9184
corner_kicks,-0.5565
passes_intercepted,1.7351
passes_blocked,0.3724
dispossessed,1.1871
goals,0.3742
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,0.6877
shots_on_target,0.3801
sca,0.6524
gca,-1.0099
xg,0.0726
crosses_into_penalty_area,-0.1729
passes_into_final_third,0.4875
passes_into_penalty_area,-0.4087
progressive_passes,-0.0932
carry_progressive_distance,-0.3942
assisted_shots,-0.5697
fouled,4.0303
pens_won,-0.2935
tackles,1.4326
interceptions,-0.0347
blocks,-0.2423
tackles_won,1.1792
dribble_tackles,2.1136
dribbles_vs,1.6317
pressures,0.3832
pressure_regains,0.5014
clearances,-0.5537
errors,-0.3758
aerials_won,0.4057
aerials_lost,0.0659
ball_recoveries,0.6017
pens_conceded,-0.3182
fouls,0.4378
cards_yellow_red,-0.1906
