position,CM
minutes,-0.5718
passes_completed,0.1202
passes,0.0389
dribbles_completed,-0.0796
dribbles,-0.1952
passes_completed_short,0.2244
passes_short,0.2806
passes_completed_medium,0.2097
passes_medium,0.0889
passes_completed_long,-0.489
passes_long,-0.4943
passes_total_distance,-0.0387
passes_free_kicks,-0.7106
through_balls,-0.632
passes_pressure,0.9688
passes_switches,-1.1118
crosses,-0.918
corner_kicks,-0.5565
passes_intercepted,-0.0031
passes_blocked,-0.5176
dispossessed,-0.3701
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.5
shots_on_target,-0.7054
sca,-1.0363
gca,-0.4235
xg,-0.7013
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.1716
passes_into_penalty_area,-0.689
progressive_passes,-0.6214
carry_progressive_distance,-0.8844
assisted_shots,-1.0164
fouled,-0.24
pens_won,-0.2935
tackles,1.6202
interceptions,0.5682
blocks,1.794
tackles_won,2.544
dribble_tackles,0.6571
dribbles_vs,0.198
pressures,0.6784
pressure_regains,1.7787
clearances,-0.0626
errors,-0.3758
aerials_won,0.19
aerials_lost,0.0423
ball_recoveries,0.7883
pens_conceded,-0.3182
fouls,-0.5496
cards_yellow_red,-0.1906
