position,CM
minutes,2254.0
passes_completed,-0.7833
passes,-0.8704
dribbles_completed,1.0021
dribbles,0.5449
passes_completed_short,-1.221
passes_short,-1.3243
passes_completed_medium,-0.6219
passes_medium,-0.7174
passes_completed_long,0.3808
passes_long,0.2455
passes_total_distance,-0.3126
passes_free_kicks,0.2972
through_balls,0.2167
passes_pressure,-0.372
passes_switches,1.5136
crosses,0.2473
corner_kicks,0.353
passes_intercepted,-0.9218
passes_blocked,-0.5247
dispossessed,1.0705
goals,-0.0375
assists,0.1891
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.8992
shots_on_target,0.7329
sca,1.333
gca,0.5885
xg,0.1417
crosses_into_penalty_area,0.4204
passes_into_final_third,0.0377
passes_into_penalty_area,0.5655
progressive_passes,0.1937
carry_progressive_distance,-0.1677
assisted_shots,0.7836
fouled,1.788
pens_won,-0.2937
tackles,0.7249
interceptions,0.0323
blocks,-0.4681
tackles_won,0.8869
dribble_tackles,0.5712
dribbles_vs,1.0321
pressures,0.5994
pressure_regains,0.8011
clearances,-0.5346
errors,0.4615
aerials_won,-0.2932
aerials_lost,-0.1247
ball_recoveries,-0.0634
pens_conceded,-0.3183
fouls,0.2832
cards_yellow_red,-0.1907
