position,CB
minutes,791.0
passes_completed,0.9751
passes,0.7625
dribbles_completed,-0.9916
dribbles,-1.0359
passes_completed_short,-0.4834
passes_short,-0.611
passes_completed_medium,1.8631
passes_medium,1.7702
passes_completed_long,1.1748
passes_long,0.71
passes_total_distance,1.3447
passes_free_kicks,0.589
through_balls,-0.6322
passes_pressure,-1.1591
passes_switches,-0.6635
crosses,-1.1359
corner_kicks,-0.5567
passes_intercepted,-1.0576
passes_blocked,-0.7027
dispossessed,-1.2862
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.9753
shots_on_target,-0.75
sca,-1.1248
gca,-1.0103
xg,-0.7276
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.162
passes_into_penalty_area,-1.308
progressive_passes,-0.527
carry_progressive_distance,-0.0011
assisted_shots,-1.3957
fouled,-1.2046
pens_won,-0.2937
tackles,-1.6999
interceptions,0.2658
blocks,0.3318
tackles_won,-1.6374
dribble_tackles,-0.8352
dribbles_vs,-1.4375
pressures,-1.2851
pressure_regains,-1.1021
clearances,1.5881
errors,-0.376
aerials_won,0.2371
aerials_lost,-0.5003
ball_recoveries,0.2335
pens_conceded,2.803
fouls,-0.755
cards_yellow_red,-0.1907
