position,CB
minutes,-0.7099
passes_completed,-0.336
passes,-0.0402
dribbles_completed,-1.2419
dribbles,-1.2665
passes_completed_short,-1.0655
passes_short,-1.0232
passes_completed_medium,-0.4707
passes_medium,-0.3298
passes_completed_long,1.5801
passes_long,2.0048
passes_total_distance,0.4093
passes_free_kicks,2.9128
through_balls,-0.632
passes_pressure,0.9089
passes_switches,2.8077
crosses,-0.4884
corner_kicks,0.0021
passes_intercepted,-0.9374
passes_blocked,-0.4329
dispossessed,-0.7484
goals,0.4005
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.0924
shots_on_target,0.4139
sca,-0.4052
gca,-1.0099
xg,-0.0452
crosses_into_penalty_area,-0.1566
passes_into_final_third,0.7786
passes_into_penalty_area,-1.0007
progressive_passes,0.4568
carry_progressive_distance,-1.3548
assisted_shots,-0.2682
fouled,-0.6049
pens_won,-0.2935
tackles,-1.504
interceptions,-0.8166
blocks,0.1165
tackles_won,-1.4926
dribble_tackles,-1.4373
dribbles_vs,-0.5881
pressures,-1.2583
pressure_regains,-0.5758
clearances,2.7646
errors,-0.3758
aerials_won,1.035
aerials_lost,0.3031
ball_recoveries,3.5436
pens_conceded,-0.3182
fouls,1.1326
cards_yellow_red,-0.1906
