position,AM
passes_completed,0.0414
passes,-0.0384
dribbles_completed,0.7977
dribbles,0.5082
passes_completed_short,0.7662
passes_short,0.688
passes_completed_medium,-0.3072
passes_medium,-0.3138
passes_completed_long,-0.7352
passes_long,-0.5722
passes_total_distance,-0.3782
passes_free_kicks,0.7936
through_balls,-0.7252
passes_pressure,0.8259
passes_switches,-0.1797
crosses,0.4358
corner_kicks,1.2409
passes_intercepted,-0.8143
passes_blocked,-0.0698
dispossessed,0.1356
goals,0.1709
assists,0.6574
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.0878
shots_on_target,0.4509
sca,0.803
gca,-0.3002
xg,-0.6472
crosses_into_penalty_area,0.2927
passes_into_final_third,-0.1898
passes_into_penalty_area,0.943
progressive_passes,0.321
carry_progressive_distance,0.4054
assisted_shots,0.8871
fouled,-0.624
pens_won,-0.3695
tackles,-0.7059
interceptions,0.993
blocks,-1.1158
tackles_won,-0.5358
dribble_tackles,-0.3068
dribbles_vs,-0.5294
pressures,1.5326
pressure_regains,0.6301
clearances,-0.8141
errors,-0.5457
aerials_won,-0.882
aerials_lost,-0.3529
ball_recoveries,-0.5517
pens_conceded,-0.4415
fouls,-1.4579
cards_yellow_red,-0.2618
