position,RB
minutes,390.0
passes_completed,0.1598
passes,0.2474
dribbles_completed,-0.225
dribbles,-0.4856
passes_completed_short,0.1046
passes_short,0.0512
passes_completed_medium,0.3181
passes_medium,0.5608
passes_completed_long,-0.2868
passes_long,-0.1928
passes_total_distance,0.0835
passes_free_kicks,-0.7497
through_balls,-0.6322
passes_pressure,-0.9869
passes_switches,-0.9004
crosses,-0.3746
corner_kicks,-0.5567
passes_intercepted,0.3061
passes_blocked,0.1559
dispossessed,0.9356
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8484
shots_on_target,-1.029
sca,0.193
gca,0.0164
xg,-0.5595
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.7782
passes_into_penalty_area,0.4966
progressive_passes,1.0479
carry_progressive_distance,-0.0376
assisted_shots,-0.0699
fouled,0.8293
pens_won,-0.2937
tackles,0.4893
interceptions,-0.1899
blocks,0.1883
tackles_won,0.585
dribble_tackles,1.0067
dribbles_vs,1.0121
pressures,-0.7482
pressure_regains,-1.0768
clearances,-0.7376
errors,-0.376
aerials_won,-0.905
aerials_lost,-0.8483
ball_recoveries,0.0684
pens_conceded,-0.3183
fouls,0.1977
cards_yellow_red,-0.1907
