position,GK
passes_completed,-0.481
passes,-0.6028
dribbles_completed,-1.1537
dribbles,-1.1359
passes_completed_short,-1.3345
passes_short,-1.5446
passes_completed_medium,-0.1697
passes_medium,-0.4698
passes_completed_long,1.1358
passes_long,1.332
passes_total_distance,0.2608
passes_free_kicks,1.2014
through_balls,-0.7252
passes_pressure,-1.4375
passes_switches,-0.7462
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.1106
passes_blocked,-1.5587
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.382
gca,-0.9876
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.4773
passes_into_penalty_area,-1.219
progressive_passes,-1.7618
carry_progressive_distance,-1.2836
assisted_shots,-1.2427
fouled,-1.4345
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.1052
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7062
pressures,-2.1
pressure_regains,-2.2392
clearances,-0.9965
errors,0.7374
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.2177
pens_conceded,-0.4415
fouls,-1.8266
cards_yellow_red,-0.2618
