position,LB
passes_completed,0.5626
passes,0.6222
dribbles_completed,-0.0506
dribbles,-0.1109
passes_completed_short,0.9907
passes_short,0.9947
passes_completed_medium,0.3381
passes_medium,0.4596
passes_completed_long,-0.5061
passes_long,-0.5083
passes_total_distance,0.1392
passes_free_kicks,0.082
through_balls,-0.7252
passes_pressure,0.0833
passes_switches,-0.8617
crosses,0.267
corner_kicks,-0.4144
passes_intercepted,-0.6756
passes_blocked,1.0792
dispossessed,-0.5984
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.1437
shots_on_target,-0.9871
sca,-0.514
gca,-0.4161
xg,-0.8489
crosses_into_penalty_area,-0.5972
passes_into_final_third,-0.3644
passes_into_penalty_area,-0.4043
progressive_passes,-0.2831
carry_progressive_distance,-0.4022
assisted_shots,-0.5486
fouled,1.3051
pens_won,-0.3695
tackles,0.6554
interceptions,1.8162
blocks,1.3836
tackles_won,0.2061
dribble_tackles,1.3254
dribbles_vs,0.6913
pressures,0.1044
pressure_regains,0.1891
clearances,0.5091
errors,-0.5457
aerials_won,-0.1288
aerials_lost,0.3725
ball_recoveries,0.4125
pens_conceded,-0.4415
fouls,0.4734
cards_yellow_red,-0.2618
