position,LM
passes_completed,0.2333
passes,0.5281
dribbles_completed,0.6591
dribbles,0.6024
passes_completed_short,0.7934
passes_short,0.7669
passes_completed_medium,-0.1572
passes_medium,0.1762
passes_completed_long,-0.1038
passes_long,0.0945
passes_total_distance,0.0035
passes_free_kicks,-0.0041
through_balls,-0.632
passes_pressure,0.2802
passes_switches,0.0837
crosses,1.4251
corner_kicks,-0.5565
passes_intercepted,0.973
passes_blocked,1.1565
dispossessed,0.1471
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.2424
shots_on_target,-0.183
sca,-0.2791
gca,-1.0099
xg,-0.2712
crosses_into_penalty_area,2.1999
passes_into_final_third,-0.5688
passes_into_penalty_area,1.3899
progressive_passes,0.2638
carry_progressive_distance,0.3082
assisted_shots,-0.4042
fouled,-0.0335
pens_won,-0.2935
tackles,1.298
interceptions,0.1663
blocks,1.7166
tackles_won,1.1804
dribble_tackles,0.3897
dribbles_vs,0.2588
pressures,1.4872
pressure_regains,2.4271
clearances,-0.2881
errors,-0.3758
aerials_won,-0.0952
aerials_lost,-0.6105
ball_recoveries,1.3149
pens_conceded,-0.3182
fouls,0.1906
cards_yellow_red,-0.1906
