position,AM
minutes,499.0
passes_completed,-0.6164
passes,-0.5301
dribbles_completed,0.1492
dribbles,0.4431
passes_completed_short,0.1619
passes_short,0.5692
passes_completed_medium,-1.0033
passes_medium,-1.0651
passes_completed_long,-0.9506
passes_long,-0.9185
passes_total_distance,-0.8915
passes_free_kicks,-1.022
through_balls,3.2025
passes_pressure,0.434
passes_switches,-1.0084
crosses,-0.9872
corner_kicks,-0.5567
passes_intercepted,0.2562
passes_blocked,-0.0223
dispossessed,1.0345
goals,1.3435
assists,5.0138
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.1404
shots_on_target,1.6238
sca,1.5395
gca,3.0017
xg,0.2752
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.9633
passes_into_penalty_area,0.1024
progressive_passes,-0.7869
carry_progressive_distance,-0.1976
assisted_shots,1.972
fouled,-0.2033
pens_won,-0.2937
tackles,-0.9018
interceptions,-1.6376
blocks,-0.3665
tackles_won,-0.2593
dribble_tackles,-1.4379
dribbles_vs,-1.1244
pressures,0.3196
pressure_regains,1.0124
clearances,-1.0155
errors,-0.376
aerials_won,0.1336
aerials_lost,0.3588
ball_recoveries,-0.6582
pens_conceded,-0.3183
fouls,-0.0001
cards_yellow_red,-0.1907
