position,DM
passes_completed,-0.0962
passes,-0.0735
dribbles_completed,-0.374
dribbles,-0.2506
passes_completed_short,-0.0304
passes_short,0.1213
passes_completed_medium,0.0528
passes_medium,0.1221
passes_completed_long,-0.5145
passes_long,-0.5656
passes_total_distance,-0.2256
passes_free_kicks,-0.6799
through_balls,-0.33
passes_pressure,0.4423
passes_switches,-0.2048
crosses,0.2329
corner_kicks,-0.4353
passes_intercepted,0.3364
passes_blocked,0.4383
dispossessed,0.1145
goals,-0.0786
assists,-0.2058
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.0153
shots_on_target,-0.2558
sca,0.0116
gca,0.3775
xg,-0.0139
crosses_into_penalty_area,-0.1802
passes_into_final_third,-0.0399
passes_into_penalty_area,0.0375
progressive_passes,0.2715
carry_progressive_distance,-0.0133
assisted_shots,-0.0228
fouled,0.4846
pens_won,0.9193
tackles,1.0206
interceptions,-0.0464
blocks,0.2507
tackles_won,0.861
dribble_tackles,0.2768
dribbles_vs,0.2769
pressures,0.7672
pressure_regains,1.1231
clearances,-0.2927
errors,-0.5457
aerials_won,-0.4078
aerials_lost,-0.0613
ball_recoveries,0.5002
pens_conceded,-0.4415
fouls,-0.4112
cards_yellow_red,-0.2618
