position,GK
passes_completed,-0.877
passes,-0.8238
dribbles_completed,-1.1372
dribbles,-1.1261
passes_completed_short,-1.5966
passes_short,-1.7865
passes_completed_medium,-0.5439
passes_medium,-0.8485
passes_completed_long,0.8076
passes_long,1.6058
passes_total_distance,-0.1071
passes_free_kicks,1.9192
through_balls,-0.7252
passes_pressure,-2.0075
passes_switches,-0.9235
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.5549
passes_blocked,-1.6167
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4023
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.4744
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.5741
assisted_shots,-1.2415
fouled,-1.3739
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7678
pressures,-2.1266
pressure_regains,-2.2692
clearances,-1.0249
errors,0.773
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.3627
pens_conceded,0.4043
fouls,-1.8255
cards_yellow_red,-0.2618
