position,RM
minutes,1107.0
passes_completed,-0.342
passes,0.0359
dribbles_completed,-0.8839
dribbles,-0.7164
passes_completed_short,-0.4798
passes_short,-0.3944
passes_completed_medium,-0.2261
passes_medium,0.0341
passes_completed_long,-0.0689
passes_long,0.5621
passes_total_distance,-0.2445
passes_free_kicks,0.4169
through_balls,-0.056
passes_pressure,-0.1187
passes_switches,0.1728
crosses,2.6193
corner_kicks,3.1477
passes_intercepted,-0.1425
passes_blocked,1.1017
dispossessed,-0.6789
goals,0.2079
assists,1.1844
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.2097
shots_on_target,0.5654
sca,1.6841
gca,0.0748
xg,-0.307
crosses_into_penalty_area,2.3126
passes_into_final_third,-0.4306
passes_into_penalty_area,1.3622
progressive_passes,0.3908
carry_progressive_distance,0.2478
assisted_shots,2.4578
fouled,0.6416
pens_won,-0.2937
tackles,-1.5844
interceptions,-0.6175
blocks,-0.4341
tackles_won,-1.5521
dribble_tackles,-0.792
dribbles_vs,-1.3035
pressures,-1.0639
pressure_regains,-2.0407
clearances,-0.2322
errors,-0.376
aerials_won,-0.9736
aerials_lost,-0.821
ball_recoveries,-0.4108
pens_conceded,-0.3183
fouls,-1.5182
cards_yellow_red,-0.1907
