position,AM
minutes,-0.5275
passes_completed,-0.0638
passes,0.1884
dribbles_completed,0.4667
dribbles,0.2679
passes_completed_short,0.2957
passes_short,0.3645
passes_completed_medium,-0.4567
passes_medium,-0.3369
passes_completed_long,0.1431
passes_long,0.5601
passes_total_distance,-0.1542
passes_free_kicks,0.5261
through_balls,0.2132
passes_pressure,0.6798
passes_switches,0.7772
crosses,0.3398
corner_kicks,2.8394
passes_intercepted,0.6587
passes_blocked,0.7464
dispossessed,1.9594
goals,-0.0403
assists,2.0976
pens_made,-0.2418
pens_att,-0.271
shots_total,0.8056
shots_on_target,1.0176
sca,1.5134
gca,1.1121
xg,0.0517
crosses_into_penalty_area,-0.0068
passes_into_final_third,0.3476
passes_into_penalty_area,-0.002
progressive_passes,0.6174
carry_progressive_distance,0.144
assisted_shots,2.544
fouled,-0.6983
pens_won,-0.2935
tackles,-0.4158
interceptions,0.3579
blocks,-0.4757
tackles_won,-0.5844
dribble_tackles,-0.1741
dribbles_vs,0.8322
pressures,1.4109
pressure_regains,2.507
clearances,-0.7997
errors,-0.3758
aerials_won,-0.4166
aerials_lost,0.0356
ball_recoveries,-0.4805
pens_conceded,-0.3182
fouls,-0.3059
cards_yellow_red,-0.1906
