position,WB
minutes,-0.2398
passes_completed,0.1932
passes,0.584
dribbles_completed,1.2754
dribbles,1.2284
passes_completed_short,0.0724
passes_short,0.177
passes_completed_medium,0.2754
passes_medium,0.5537
passes_completed_long,0.0334
passes_long,0.7687
passes_total_distance,0.1909
passes_free_kicks,-0.587
through_balls,-0.1098
passes_pressure,0.464
passes_switches,0.8154
crosses,2.0851
corner_kicks,-0.2068
passes_intercepted,0.7335
passes_blocked,1.2542
dispossessed,-0.0803
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.9462
shots_on_target,-0.6674
sca,0.1744
gca,-1.0099
xg,-0.8378
crosses_into_penalty_area,2.0162
passes_into_final_third,0.2256
passes_into_penalty_area,0.6513
progressive_passes,0.4924
carry_progressive_distance,0.5028
assisted_shots,0.1921
fouled,-0.4704
pens_won,-0.2935
tackles,0.735
interceptions,-0.2504
blocks,0.5452
tackles_won,1.1276
dribble_tackles,1.8794
dribbles_vs,1.1466
pressures,0.3174
pressure_regains,1.6522
clearances,-0.1278
errors,4.2602
aerials_won,0.0497
aerials_lost,-0.5618
ball_recoveries,0.5051
pens_conceded,-0.3182
fouls,-0.1349
cards_yellow_red,-0.1906
