position,FW
passes_completed,-0.8156
passes,-0.786
dribbles_completed,0.9842
dribbles,1.3035
passes_completed_short,-0.5207
passes_short,-0.3438
passes_completed_medium,-0.9765
passes_medium,-0.9994
passes_completed_long,-0.4974
passes_long,-0.7144
passes_total_distance,-0.8601
passes_free_kicks,-1.0216
through_balls,-0.1982
passes_pressure,1.0615
passes_switches,-0.3453
crosses,0.177
corner_kicks,-0.4984
passes_intercepted,0.1515
passes_blocked,1.173
dispossessed,1.0099
goals,-0.373
assists,-0.2803
pens_made,-0.2418
pens_att,-0.271
shots_total,0.927
shots_on_target,0.1717
sca,0.7543
gca,0.0792
xg,0.1206
crosses_into_penalty_area,0.232
passes_into_final_third,-0.9507
passes_into_penalty_area,0.3198
progressive_passes,-0.8024
carry_progressive_distance,1.1028
assisted_shots,0.7146
fouled,-0.838
pens_won,-0.2935
tackles,-0.5919
interceptions,-0.613
blocks,-0.3298
tackles_won,-0.1231
dribble_tackles,-0.3027
dribbles_vs,-0.0289
pressures,1.8486
pressure_regains,1.8067
clearances,-0.7571
errors,-0.3758
aerials_won,-0.2743
aerials_lost,0.8984
ball_recoveries,-0.4372
pens_conceded,-0.3182
fouls,-0.1607
cards_yellow_red,-0.1906
