position,RB
minutes,0.0892
passes_completed,0.0395
passes,0.1731
dribbles_completed,-0.1319
dribbles,-0.1781
passes_completed_short,0.0389
passes_short,0.0126
passes_completed_medium,-0.04
passes_medium,0.0135
passes_completed_long,0.2385
passes_long,0.5889
passes_total_distance,0.0645
passes_free_kicks,1.2469
through_balls,-0.5
passes_pressure,0.0848
passes_switches,0.8613
crosses,0.9958
corner_kicks,2.6467
passes_intercepted,-0.1779
passes_blocked,0.6732
dispossessed,-0.3187
goals,-0.4721
assists,1.269
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5631
shots_on_target,-0.4229
sca,0.3424
gca,0.3165
xg,-0.4943
crosses_into_penalty_area,0.9403
passes_into_final_third,-0.2137
passes_into_penalty_area,0.0809
progressive_passes,-0.0534
carry_progressive_distance,-0.1645
assisted_shots,1.088
fouled,-0.2628
pens_won,-0.3681
tackles,0.655
interceptions,0.1944
blocks,0.2986
tackles_won,0.4575
dribble_tackles,0.91
dribbles_vs,0.5625
pressures,0.0374
pressure_regains,0.1581
clearances,0.8475
errors,-0.5331
aerials_won,0.1184
aerials_lost,-0.0334
ball_recoveries,0.1274
pens_conceded,0.7569
fouls,0.0224
cards_yellow_red,-0.3235
