position,LW
minutes,-0.7376
passes_completed,0.8232
passes,1.1177
dribbles_completed,-0.5228
dribbles,0.059
passes_completed_short,1.1609
passes_short,1.4036
passes_completed_medium,0.7158
passes_medium,0.8201
passes_completed_long,-0.1227
passes_long,0.3766
passes_total_distance,0.5516
passes_free_kicks,0.7745
through_balls,0.9093
passes_pressure,2.0723
passes_switches,0.7022
crosses,0.2994
corner_kicks,2.54
passes_intercepted,2.221
passes_blocked,1.3098
dispossessed,-0.1838
goals,0.5227
assists,2.7166
pens_made,-0.2418
pens_att,-0.271
shots_total,1.88
shots_on_target,2.7029
sca,1.8493
gca,1.8925
xg,-0.1095
crosses_into_penalty_area,0.688
passes_into_final_third,-0.1597
passes_into_penalty_area,1.4134
progressive_passes,0.8695
carry_progressive_distance,0.2749
assisted_shots,1.7282
fouled,-1.6652
pens_won,-0.2935
tackles,-0.9388
interceptions,-1.1821
blocks,-1.3246
tackles_won,-0.3144
dribble_tackles,-1.4373
dribbles_vs,-0.4377
pressures,0.0679
pressure_regains,0.3897
clearances,-0.7532
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-1.1013
ball_recoveries,0.0535
pens_conceded,-0.3182
fouls,-1.6918
cards_yellow_red,-0.1906
