position,WB
minutes,462.0
passes_completed,0.1881
passes,0.4726
dribbles_completed,0.4754
dribbles,-0.0796
passes_completed_short,0.0708
passes_short,0.0621
passes_completed_medium,0.0749
passes_medium,0.4138
passes_completed_long,0.6439
passes_long,0.7894
passes_total_distance,0.4309
passes_free_kicks,-0.1026
through_balls,-0.6322
passes_pressure,0.8805
passes_switches,1.9439
crosses,2.0776
corner_kicks,0.183
passes_intercepted,0.4255
passes_blocked,1.5471
dispossessed,1.0102
goals,-0.724
assists,0.7907
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.7186
shots_on_target,-0.0739
sca,0.2173
gca,-0.1436
xg,-0.7511
crosses_into_penalty_area,2.5946
passes_into_final_third,-1.0296
passes_into_penalty_area,1.4341
progressive_passes,-0.3104
carry_progressive_distance,0.7015
assisted_shots,0.2831
fouled,-0.8761
pens_won,-0.2937
tackles,0.7979
interceptions,-0.8229
blocks,1.0176
tackles_won,0.889
dribble_tackles,-0.4061
dribbles_vs,0.0888
pressures,-0.601
pressure_regains,-0.0813
clearances,0.1576
errors,-0.376
aerials_won,0.0393
aerials_lost,0.2915
ball_recoveries,0.1645
pens_conceded,-0.3183
fouls,-1.4139
cards_yellow_red,-0.1907
