position,CB
minutes,-0.6452
passes_completed,-0.0274
passes,-0.2477
dribbles_completed,-0.7141
dribbles,-0.8341
passes_completed_short,-0.3912
passes_short,-0.5296
passes_completed_medium,0.0965
passes_medium,-0.0076
passes_completed_long,0.5965
passes_long,0.0726
passes_total_distance,0.2163
passes_free_kicks,-0.4566
through_balls,-0.632
passes_pressure,-1.4393
passes_switches,-0.8812
crosses,-0.8722
corner_kicks,-0.5565
passes_intercepted,-1.1086
passes_blocked,-0.6994
dispossessed,-0.6918
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.9981
shots_on_target,-1.0285
sca,-1.5482
gca,-1.0099
xg,-0.7761
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.941
passes_into_penalty_area,-1.0578
progressive_passes,-0.8299
carry_progressive_distance,-0.7214
assisted_shots,-1.3951
fouled,-1.2337
pens_won,-0.2935
tackles,-0.0789
interceptions,-0.6355
blocks,0.661
tackles_won,0.1184
dribble_tackles,0.6763
dribbles_vs,-0.2826
pressures,-1.1356
pressure_regains,-0.4833
clearances,1.5803
errors,-0.3758
aerials_won,0.3093
aerials_lost,-0.498
ball_recoveries,0.9388
pens_conceded,-0.3182
fouls,-1.0099
cards_yellow_red,-0.1906
