position,DM
passes_completed,0.4172
passes,0.4397
dribbles_completed,-0.3057
dribbles,-0.6913
passes_completed_short,0.0084
passes_short,0.1312
passes_completed_medium,0.9965
passes_medium,1.0516
passes_completed_long,-0.5138
passes_long,-0.3952
passes_total_distance,0.2133
passes_free_kicks,-0.0195
through_balls,-0.632
passes_pressure,-0.7409
passes_switches,-0.7877
crosses,0.2656
corner_kicks,-0.5565
passes_intercepted,0.1339
passes_blocked,-0.2115
dispossessed,1.1489
goals,0.899
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.4383
shots_on_target,-0.3346
sca,-0.9889
gca,-1.0099
xg,-0.6874
crosses_into_penalty_area,-0.8504
passes_into_final_third,0.4565
passes_into_penalty_area,-0.8647
progressive_passes,-0.4245
carry_progressive_distance,0.7453
assisted_shots,-1.3951
fouled,-0.5173
pens_won,-0.2935
tackles,0.7125
interceptions,-1.6369
blocks,-0.1249
tackles_won,1.63
dribble_tackles,-1.4373
dribbles_vs,-0.3074
pressures,0.7902
pressure_regains,0.4516
clearances,-0.3332
errors,5.5626
aerials_won,0.5731
aerials_lost,-1.0331
ball_recoveries,1.168
pens_conceded,-0.3182
fouls,-0.2099
cards_yellow_red,11.7732
