position,DM
passes_completed,1.2837
passes,1.4447
dribbles_completed,0.0906
dribbles,-0.2838
passes_completed_short,0.2725
passes_short,0.2008
passes_completed_medium,1.3589
passes_medium,1.3893
passes_completed_long,1.9502
passes_long,1.761
passes_total_distance,1.6705
passes_free_kicks,4.1611
through_balls,0.536
passes_pressure,1.9292
passes_switches,2.9377
crosses,0.3309
corner_kicks,3.366
passes_intercepted,0.2586
passes_blocked,-0.4767
dispossessed,-0.0723
goals,-0.1068
assists,0.1916
pens_made,-0.2739
pens_att,0.5434
shots_total,0.5933
shots_on_target,0.1799
sca,0.584
gca,-0.1787
xg,-0.0774
crosses_into_penalty_area,-0.4438
passes_into_final_third,1.361
passes_into_penalty_area,0.1734
progressive_passes,0.6944
carry_progressive_distance,-0.4758
assisted_shots,1.1324
fouled,1.3999
pens_won,-0.3695
tackles,0.9586
interceptions,1.7366
blocks,0.4959
tackles_won,1.1215
dribble_tackles,1.048
dribbles_vs,1.3668
pressures,0.4848
pressure_regains,0.5612
clearances,-0.6108
errors,0.2105
aerials_won,-0.5539
aerials_lost,-0.8586
ball_recoveries,1.228
pens_conceded,0.5285
fouls,-0.4921
cards_yellow_red,-0.2618
