position,CM
minutes,2315.0
passes_completed,0.8372
passes,0.793
dribbles_completed,0.1717
dribbles,-0.1875
passes_completed_short,0.7589
passes_short,0.6557
passes_completed_medium,0.7925
passes_medium,0.7483
passes_completed_long,0.3865
passes_long,0.6157
passes_total_distance,0.7008
passes_free_kicks,3.3359
through_balls,-0.3567
passes_pressure,0.482
passes_switches,0.729
crosses,-0.206
corner_kicks,2.0266
passes_intercepted,0.5117
passes_blocked,-1.0708
dispossessed,0.037
goals,-0.0556
assists,-0.4597
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.1041
shots_on_target,-0.2666
sca,0.8123
gca,0.2004
xg,-0.3325
crosses_into_penalty_area,-0.3007
passes_into_final_third,1.0424
passes_into_penalty_area,0.1513
progressive_passes,0.6827
carry_progressive_distance,-0.2026
assisted_shots,0.5587
fouled,0.7511
pens_won,-0.2937
tackles,1.2522
interceptions,0.8013
blocks,0.338
tackles_won,1.0191
dribble_tackles,0.3124
dribbles_vs,1.2272
pressures,0.9169
pressure_regains,-0.3171
clearances,-0.1259
errors,-0.376
aerials_won,-0.2763
aerials_lost,0.0052
ball_recoveries,0.2002
pens_conceded,0.7482
fouls,0.6627
cards_yellow_red,-0.1907
