position,RB
passes_completed,-0.2771
passes,-0.0056
dribbles_completed,-0.6171
dribbles,-0.604
passes_completed_short,-0.4673
passes_short,-0.3214
passes_completed_medium,-0.0016
passes_medium,0.2377
passes_completed_long,-0.163
passes_long,0.0915
passes_total_distance,-0.2411
passes_free_kicks,-0.6814
through_balls,-0.7252
passes_pressure,0.1976
passes_switches,-0.3183
crosses,0.1164
corner_kicks,-0.4808
passes_intercepted,-0.7081
passes_blocked,0.3223
dispossessed,-1.1673
goals,-0.7415
assists,-0.0313
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-0.9803
gca,-0.6433
xg,-0.8489
crosses_into_penalty_area,0.716
passes_into_final_third,-0.1943
passes_into_penalty_area,-0.4264
progressive_passes,-0.2543
carry_progressive_distance,-0.9069
assisted_shots,-0.688
fouled,-1.047
pens_won,-0.3695
tackles,0.6965
interceptions,1.2509
blocks,0.7613
tackles_won,0.1197
dribble_tackles,1.0897
dribbles_vs,0.2089
pressures,-0.2439
pressure_regains,0.0806
clearances,0.2074
errors,1.2481
aerials_won,-0.1046
aerials_lost,0.2242
ball_recoveries,0.9546
pens_conceded,-0.4415
fouls,0.4944
cards_yellow_red,-0.2618
