position,AM
minutes,553.0
passes_completed,-0.529
passes,-0.5504
dribbles_completed,-0.1661
dribbles,-0.3852
passes_completed_short,-1.1687
passes_short,-1.1886
passes_completed_medium,-0.1896
passes_medium,-0.2578
passes_completed_long,0.5789
passes_long,0.4815
passes_total_distance,-0.1533
passes_free_kicks,0.5142
through_balls,1.6746
passes_pressure,0.02
passes_switches,0.5229
crosses,-0.599
corner_kicks,0.8337
passes_intercepted,0.0498
passes_blocked,-0.2023
dispossessed,0.6111
goals,0.2088
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.3045
shots_on_target,-0.2311
sca,-0.0946
gca,-1.0103
xg,-0.6572
crosses_into_penalty_area,-0.2751
passes_into_final_third,1.2665
passes_into_penalty_area,-0.2898
progressive_passes,-0.1808
carry_progressive_distance,-0.8909
assisted_shots,-0.2269
fouled,-0.5661
pens_won,-0.2937
tackles,0.7279
interceptions,0.4044
blocks,-0.8162
tackles_won,0.4405
dribble_tackles,-0.1449
dribbles_vs,-0.6331
pressures,0.713
pressure_regains,0.9514
clearances,-0.4275
errors,-0.376
aerials_won,-0.3181
aerials_lost,-0.6514
ball_recoveries,-0.527
pens_conceded,-0.3183
fouls,-0.727
cards_yellow_red,6.6866
