position,RM
passes_completed,-0.7868
passes,-0.6985
dribbles_completed,-0.1582
dribbles,-0.2251
passes_completed_short,-0.6249
passes_short,-0.4247
passes_completed_medium,-0.7104
passes_medium,-0.6082
passes_completed_long,-0.5545
passes_long,-0.4711
passes_total_distance,-0.778
passes_free_kicks,0.2103
through_balls,-0.0848
passes_pressure,-0.5496
passes_switches,-0.0254
crosses,0.6353
corner_kicks,0.7722
passes_intercepted,0.959
passes_blocked,0.0285
dispossessed,0.9261
goals,-0.3118
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.258
shots_on_target,-0.4792
sca,0.293
gca,-0.3446
xg,-0.4691
crosses_into_penalty_area,0.4928
passes_into_final_third,-0.3526
passes_into_penalty_area,-0.0879
progressive_passes,-0.0385
carry_progressive_distance,-0.5879
assisted_shots,0.0445
fouled,0.0294
pens_won,-0.3695
tackles,0.1896
interceptions,0.1674
blocks,-0.1289
tackles_won,0.0796
dribble_tackles,0.1735
dribbles_vs,-0.1547
pressures,2.4235
pressure_regains,0.8924
clearances,-0.8268
errors,-0.5457
aerials_won,-0.545
aerials_lost,0.1927
ball_recoveries,-0.0455
pens_conceded,-0.4415
fouls,1.3101
cards_yellow_red,-0.2618
