position,CM
passes_completed,0.1526
passes,0.0879
dribbles_completed,-0.0914
dribbles,-0.1766
passes_completed_short,-0.0442
passes_short,-0.0173
passes_completed_medium,0.138
passes_medium,0.2158
passes_completed_long,0.5054
passes_long,-0.0656
passes_total_distance,0.2339
passes_free_kicks,0.0047
through_balls,-0.3237
passes_pressure,1.3272
passes_switches,0.1432
crosses,-0.8485
corner_kicks,-0.5565
passes_intercepted,-0.2258
passes_blocked,0.167
dispossessed,0.1607
goals,0.5227
assists,-0.4224
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.0032
shots_on_target,0.1442
sca,-0.3727
gca,-0.4294
xg,0.328
crosses_into_penalty_area,-0.5427
passes_into_final_third,0.9867
passes_into_penalty_area,-0.5592
progressive_passes,0.7858
carry_progressive_distance,-0.2064
assisted_shots,-0.6455
fouled,-0.0781
pens_won,-0.2935
tackles,1.7382
interceptions,0.0001
blocks,0.453
tackles_won,1.1306
dribble_tackles,1.3269
dribbles_vs,1.0964
pressures,1.1137
pressure_regains,1.0462
clearances,0.7135
errors,0.5364
aerials_won,2.4968
aerials_lost,0.5707
ball_recoveries,0.782
pens_conceded,-0.3182
fouls,2.1118
cards_yellow_red,-0.1906
