position,LW
minutes,384.0
passes_completed,-0.9748
passes,-0.7236
dribbles_completed,-1.2424
dribbles,-0.9496
passes_completed_short,-0.7479
passes_short,-0.6821
passes_completed_medium,-1.0861
passes_medium,-1.1207
passes_completed_long,-0.4366
passes_long,0.3692
passes_total_distance,-0.8991
passes_free_kicks,1.1904
through_balls,-0.6322
passes_pressure,0.1237
passes_switches,2.12
crosses,0.9905
corner_kicks,1.6681
passes_intercepted,-1.3084
passes_blocked,1.2139
dispossessed,-0.3539
goals,1.9627
assists,1.108
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.1493
shots_on_target,0.1201
sca,0.6024
gca,0.0324
xg,0.2877
crosses_into_penalty_area,1.6363
passes_into_final_third,-1.1957
passes_into_penalty_area,0.1583
progressive_passes,-1.608
carry_progressive_distance,-1.1193
assisted_shots,2.3073
fouled,-1.0324
pens_won,-0.2937
tackles,-0.5821
interceptions,-1.6376
blocks,-1.246
tackles_won,-0.1969
dribble_tackles,-0.1965
dribbles_vs,1.0587
pressures,1.0958
pressure_regains,1.721
clearances,-1.0155
errors,-0.376
aerials_won,-0.4295
aerials_lost,-0.5973
ball_recoveries,-0.3111
pens_conceded,-0.3183
fouls,-2.045
cards_yellow_red,-0.1907
