position,LW
passes_completed,-0.234
passes,-0.1408
dribbles_completed,0.8051
dribbles,0.5304
passes_completed_short,0.2953
passes_short,0.3735
passes_completed_medium,-0.604
passes_medium,-0.4611
passes_completed_long,-0.131
passes_long,-0.3508
passes_total_distance,-0.3233
passes_free_kicks,-0.7086
through_balls,-0.632
passes_pressure,0.4036
passes_switches,-0.8258
crosses,0.0316
corner_kicks,-0.3886
passes_intercepted,1.2526
passes_blocked,0.201
dispossessed,0.187
goals,-0.7238
assists,0.6473
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.3079
shots_on_target,-0.1614
sca,-0.0999
gca,0.9573
xg,-0.446
crosses_into_penalty_area,0.088
passes_into_final_third,0.3256
passes_into_penalty_area,0.214
progressive_passes,0.1531
carry_progressive_distance,-0.0864
assisted_shots,-0.2519
fouled,-0.3504
pens_won,-0.2935
tackles,0.2299
interceptions,-0.5273
blocks,0.7083
tackles_won,0.0203
dribble_tackles,0.4363
dribbles_vs,1.9794
pressures,1.3235
pressure_regains,1.3441
clearances,-0.4293
errors,-0.3758
aerials_won,-0.4246
aerials_lost,-0.4084
ball_recoveries,0.1682
pens_conceded,-0.3182
fouls,-0.0388
cards_yellow_red,-0.1906
