position,CM
passes_completed,-0.1178
passes,-0.1299
dribbles_completed,0.9056
dribbles,0.8365
passes_completed_short,-0.0564
passes_short,-0.0872
passes_completed_medium,-0.1032
passes_medium,-0.0615
passes_completed_long,-0.1364
passes_long,-0.1734
passes_total_distance,-0.1191
passes_free_kicks,-0.3751
through_balls,0.8064
passes_pressure,-0.3847
passes_switches,-0.0246
crosses,-0.1479
corner_kicks,-0.2675
passes_intercepted,0.2838
passes_blocked,0.1204
dispossessed,0.6758
goals,-0.1421
assists,0.5309
pens_made,-0.2418
pens_att,-0.271
shots_total,0.4009
shots_on_target,0.1654
sca,0.3631
gca,0.3445
xg,-0.1471
crosses_into_penalty_area,-0.3479
passes_into_final_third,0.5138
passes_into_penalty_area,0.8827
progressive_passes,0.9994
carry_progressive_distance,0.1329
assisted_shots,0.4122
fouled,-0.3212
pens_won,-0.2935
tackles,0.0255
interceptions,-0.0667
blocks,-0.2764
tackles_won,0.2584
dribble_tackles,-0.0399
dribbles_vs,0.2474
pressures,0.6463
pressure_regains,0.8233
clearances,-0.2085
errors,-0.3758
aerials_won,-0.4422
aerials_lost,-0.2518
ball_recoveries,-0.2285
pens_conceded,0.7954
fouls,0.6513
cards_yellow_red,-0.1906
