position,FW
passes_completed,-1.3022
passes,-1.3972
dribbles_completed,-0.6077
dribbles,-0.457
passes_completed_short,-0.8797
passes_short,-0.7348
passes_completed_medium,-1.2134
passes_medium,-1.2021
passes_completed_long,-1.0704
passes_long,-1.1096
passes_total_distance,-1.3689
passes_free_kicks,-1.0771
through_balls,0.935
passes_pressure,-0.9906
passes_switches,-0.9613
crosses,-0.2746
corner_kicks,-0.4808
passes_intercepted,-0.5255
passes_blocked,-0.1775
dispossessed,-0.1697
goals,2.3217
assists,0.0613
pens_made,3.0428
pens_att,2.4962
shots_total,1.5127
shots_on_target,1.4818
sca,0.3136
gca,0.3336
xg,1.8745
crosses_into_penalty_area,-0.3195
passes_into_final_third,-0.7578
passes_into_penalty_area,-0.1925
progressive_passes,-0.7019
carry_progressive_distance,-1.6274
assisted_shots,0.4386
fouled,-0.0147
pens_won,-0.3695
tackles,-1.2768
interceptions,-1.238
blocks,-1.1393
tackles_won,-1.1571
dribble_tackles,-1.2931
dribbles_vs,-1.2425
pressures,0.7444
pressure_regains,0.4321
clearances,-0.4663
errors,-0.5457
aerials_won,0.407
aerials_lost,1.4695
ball_recoveries,-1.5243
pens_conceded,0.8355
fouls,-0.4004
cards_yellow_red,-0.2618
