position,RB
minutes,684.0
passes_completed,-0.1907
passes,0.3005
dribbles_completed,-0.8073
dribbles,-0.6432
passes_completed_short,-0.2145
passes_short,-0.0096
passes_completed_medium,-0.0769
passes_medium,0.3215
passes_completed_long,-0.2064
passes_long,0.5061
passes_total_distance,-0.2325
passes_free_kicks,-0.8668
through_balls,-0.6322
passes_pressure,0.6306
passes_switches,-0.6901
crosses,0.6005
corner_kicks,-0.5567
passes_intercepted,-0.0071
passes_blocked,0.4396
dispossessed,-1.2661
goals,-0.724
assists,0.2837
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.3358
shots_on_target,-1.029
sca,-0.9315
gca,-0.4249
xg,-0.8911
crosses_into_penalty_area,1.4763
passes_into_final_third,0.5511
passes_into_penalty_area,-0.0733
progressive_passes,0.1343
carry_progressive_distance,-0.8527
assisted_shots,-0.4507
fouled,-0.9546
pens_won,-0.2937
tackles,1.1459
interceptions,1.6642
blocks,0.7516
tackles_won,0.6948
dribble_tackles,1.3497
dribbles_vs,0.1933
pressures,-0.0747
pressure_regains,0.4739
clearances,-0.2232
errors,2.3839
aerials_won,0.1872
aerials_lost,0.3128
ball_recoveries,0.8285
pens_conceded,-0.3183
fouls,0.9387
cards_yellow_red,-0.1907
