position,WB
passes_completed,1.3132
passes,1.328
dribbles_completed,-0.8716
dribbles,-0.7546
passes_completed_short,1.5366
passes_short,1.3706
passes_completed_medium,1.2114
passes_medium,1.3837
passes_completed_long,0.0408
passes_long,-0.0413
passes_total_distance,0.9439
passes_free_kicks,-0.0307
through_balls,-0.0367
passes_pressure,1.9461
passes_switches,-0.8544
crosses,0.3192
corner_kicks,-0.4767
passes_intercepted,-0.4789
passes_blocked,1.8131
dispossessed,-0.8441
goals,-0.2424
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7144
shots_on_target,-0.6168
sca,-0.7923
gca,-0.6363
xg,-0.6494
crosses_into_penalty_area,0.932
passes_into_final_third,0.1758
passes_into_penalty_area,0.2687
progressive_passes,1.226
carry_progressive_distance,0.4574
assisted_shots,-0.4301
fouled,-1.2112
pens_won,-0.2935
tackles,0.9145
interceptions,-0.5832
blocks,-0.1058
tackles_won,0.6611
dribble_tackles,1.0091
dribbles_vs,0.8917
pressures,0.2932
pressure_regains,0.5244
clearances,0.5527
errors,-0.3758
aerials_won,0.723
aerials_lost,0.1561
ball_recoveries,-0.2338
pens_conceded,-0.3182
fouls,1.3564
cards_yellow_red,-0.1906
