position,RW
passes_completed,-0.2474
passes,-0.0198
dribbles_completed,0.3554
dribbles,0.138
passes_completed_short,0.0527
passes_short,0.1731
passes_completed_medium,-0.5278
passes_medium,-0.4072
passes_completed_long,0.0156
passes_long,0.2209
passes_total_distance,-0.2731
passes_free_kicks,0.8183
through_balls,-0.3181
passes_pressure,0.2709
passes_switches,2.2733
crosses,1.2985
corner_kicks,3.4551
passes_intercepted,-0.6044
passes_blocked,0.5652
dispossessed,0.8712
goals,1.4436
assists,0.0434
pens_made,1.0274
pens_att,0.7916
shots_total,1.0307
shots_on_target,1.0577
sca,1.8703
gca,0.5351
xg,1.0224
crosses_into_penalty_area,1.0227
passes_into_final_third,0.0326
passes_into_penalty_area,1.1541
progressive_passes,0.459
carry_progressive_distance,-0.2731
assisted_shots,1.9664
fouled,-0.1007
pens_won,-0.3695
tackles,0.5897
interceptions,-0.8155
blocks,0.6547
tackles_won,0.1401
dribble_tackles,-0.4254
dribbles_vs,-0.0884
pressures,0.2367
pressure_regains,0.6087
clearances,-0.5534
errors,-0.5457
aerials_won,-0.0508
aerials_lost,0.9237
ball_recoveries,-0.5764
pens_conceded,-0.4415
fouls,0.8873
cards_yellow_red,-0.2618
