position,LW
minutes,1.6138
passes_completed,0.3329
passes,0.5227
dribbles_completed,5.0797
dribbles,4.8779
passes_completed_short,0.9636
passes_short,1.2286
passes_completed_medium,0.0001
passes_medium,0.1998
passes_completed_long,-0.5112
passes_long,-0.3753
passes_total_distance,-0.0255
passes_free_kicks,-0.5236
through_balls,0.9945
passes_pressure,1.7637
passes_switches,-0.2515
crosses,1.7788
corner_kicks,-0.2996
passes_intercepted,2.0066
passes_blocked,1.022
dispossessed,3.7434
goals,2.4278
assists,1.7308
pens_made,2.5027
pens_att,2.6135
shots_total,2.7106
shots_on_target,3.5983
sca,2.3359
gca,2.3152
xg,3.4847
crosses_into_penalty_area,0.1933
passes_into_final_third,-0.0462
passes_into_penalty_area,1.0869
progressive_passes,0.5786
carry_progressive_distance,2.4552
assisted_shots,1.6388
fouled,2.8102
pens_won,6.452
tackles,0.8056
interceptions,0.0163
blocks,0.639
tackles_won,1.0459
dribble_tackles,0.3752
dribbles_vs,0.6388
pressures,1.6295
pressure_regains,1.2251
clearances,-0.1484
errors,-0.5331
aerials_won,2.8011
aerials_lost,2.4824
ball_recoveries,0.6093
pens_conceded,0.7569
fouls,2.8448
cards_yellow_red,-0.3235
