position,RW
passes_completed,-0.9328
passes,-0.6587
dribbles_completed,-1.2419
dribbles,-1.0581
passes_completed_short,-0.7331
passes_short,-0.4572
passes_completed_medium,-0.8125
passes_medium,-0.6669
passes_completed_long,-0.7581
passes_long,-0.6219
passes_total_distance,-0.8749
passes_free_kicks,-0.2953
through_balls,0.4587
passes_pressure,0.8799
passes_switches,-0.57
crosses,0.1339
corner_kicks,-0.5565
passes_intercepted,-0.7747
passes_blocked,0.6066
dispossessed,-0.8919
goals,1.0404
assists,0.463
pens_made,3.4183
pens_att,5.8473
shots_total,0.9402
shots_on_target,0.1032
sca,0.1943
gca,1.0441
xg,1.763
crosses_into_penalty_area,-0.3061
passes_into_final_third,-0.0223
passes_into_penalty_area,0.8587
progressive_passes,0.507
carry_progressive_distance,-1.169
assisted_shots,-0.2899
fouled,1.8707
pens_won,3.3559
tackles,0.9462
interceptions,-0.9933
blocks,0.5529
tackles_won,0.3174
dribble_tackles,0.6005
dribbles_vs,1.2852
pressures,0.311
pressure_regains,0.2382
clearances,-0.0884
errors,-0.3758
aerials_won,3.8203
aerials_lost,2.5104
ball_recoveries,-0.7139
pens_conceded,-0.3182
fouls,2.9408
cards_yellow_red,-0.1906
