position,GK
passes_completed,-1.4355
passes,-0.9877
dribbles_completed,-1.1225
dribbles,-1.1174
passes_completed_short,-2.051
passes_short,-2.2125
passes_completed_medium,-1.5253
passes_medium,-1.7878
passes_completed_long,1.6167
passes_long,3.1148
passes_total_distance,0.1317
passes_free_kicks,3.3324
through_balls,-0.7252
passes_pressure,-2.0239
passes_switches,-0.3286
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.47
passes_blocked,-1.642
dispossessed,-1.2521
goals,-0.7415
assists,-0.5798
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4175
gca,-0.9166
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.8477
passes_into_penalty_area,-1.081
progressive_passes,-1.7623
carry_progressive_distance,-0.9761
assisted_shots,-1.2022
fouled,-1.5279
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.0864
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7391
pressures,-2.1231
pressure_regains,-2.2692
clearances,-1.0184
errors,-0.5457
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.3103
pens_conceded,0.3598
fouls,-1.8277
cards_yellow_red,-0.2618
