position,RW
passes_completed,-0.6418
passes,-0.4067
dribbles_completed,2.5019
dribbles,2.9873
passes_completed_short,-0.52
passes_short,-0.4118
passes_completed_medium,-0.5464
passes_medium,-0.3717
passes_completed_long,-0.5121
passes_long,-0.2127
passes_total_distance,-0.6022
passes_free_kicks,0.3729
through_balls,0.8559
passes_pressure,-0.1099
passes_switches,1.1695
crosses,1.0914
corner_kicks,2.3704
passes_intercepted,1.2811
passes_blocked,0.8389
dispossessed,1.3176
goals,1.0266
assists,0.9064
pens_made,1.4108
pens_att,1.1159
shots_total,1.1885
shots_on_target,1.103
sca,2.6812
gca,1.0059
xg,1.5738
crosses_into_penalty_area,0.4765
passes_into_final_third,-0.3004
passes_into_penalty_area,1.2017
progressive_passes,1.216
carry_progressive_distance,1.233
assisted_shots,2.1668
fouled,0.7676
pens_won,-0.3695
tackles,0.0193
interceptions,-0.1432
blocks,0.535
tackles_won,0.1323
dribble_tackles,-0.1174
dribbles_vs,0.6006
pressures,0.6488
pressure_regains,0.4809
clearances,-0.6377
errors,-0.5457
aerials_won,-0.4076
aerials_lost,-0.3559
ball_recoveries,-0.3319
pens_conceded,-0.4415
fouls,-0.3613
cards_yellow_red,-0.2618
