position,RM
minutes,0.218
passes_completed,0.1484
passes,0.3185
dribbles_completed,0.7276
dribbles,0.5953
passes_completed_short,0.6023
passes_short,0.6622
passes_completed_medium,-0.2148
passes_medium,-0.1149
passes_completed_long,-0.1465
passes_long,0.2036
passes_total_distance,-0.0433
passes_free_kicks,1.1949
through_balls,0.3422
passes_pressure,-0.1012
passes_switches,0.5198
crosses,0.4517
corner_kicks,1.4007
passes_intercepted,0.9354
passes_blocked,0.2087
dispossessed,0.4523
goals,0.0641
assists,0.3311
pens_made,-0.2418
pens_att,-0.271
shots_total,1.0357
shots_on_target,1.1054
sca,0.2543
gca,0.8246
xg,0.1956
crosses_into_penalty_area,-0.2022
passes_into_final_third,0.0029
passes_into_penalty_area,0.3406
progressive_passes,0.4385
carry_progressive_distance,-0.2082
assisted_shots,0.0526
fouled,1.9882
pens_won,0.7929
tackles,0.7432
interceptions,-0.583
blocks,-0.1175
tackles_won,0.8885
dribble_tackles,0.3827
dribbles_vs,1.1526
pressures,1.3232
pressure_regains,1.0161
clearances,-0.1322
errors,-0.3758
aerials_won,-0.1222
aerials_lost,-0.2324
ball_recoveries,-0.503
pens_conceded,-0.3182
fouls,0.7015
cards_yellow_red,-0.1906
