position,LB
passes_completed,0.4741
passes,0.7457
dribbles_completed,0.9632
dribbles,0.5966
passes_completed_short,-0.4566
passes_short,-0.2913
passes_completed_medium,0.8307
passes_medium,1.0437
passes_completed_long,0.9923
passes_long,0.8991
passes_total_distance,0.7829
passes_free_kicks,-0.1364
through_balls,1.1404
passes_pressure,1.6997
passes_switches,0.7488
crosses,1.3397
corner_kicks,0.6305
passes_intercepted,0.4879
passes_blocked,2.516
dispossessed,1.1329
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.0711
shots_on_target,-1.0285
sca,0.3503
gca,-1.0099
xg,-0.8908
crosses_into_penalty_area,2.688
passes_into_final_third,0.8267
passes_into_penalty_area,2.2126
progressive_passes,2.2703
carry_progressive_distance,-0.3328
assisted_shots,0.76
fouled,-0.6512
pens_won,-0.2935
tackles,1.5838
interceptions,-0.591
blocks,1.188
tackles_won,0.7884
dribble_tackles,-0.1127
dribbles_vs,-1.3837
pressures,-0.102
pressure_regains,0.3897
clearances,-0.1115
errors,-0.3758
aerials_won,-0.1299
aerials_lost,-0.5478
ball_recoveries,0.9601
pens_conceded,-0.3182
fouls,-1.2339
cards_yellow_red,-0.1906
