position,RM
minutes,398.0
passes_completed,-0.9595
passes,-1.0408
dribbles_completed,0.0038
dribbles,0.4177
passes_completed_short,-0.0651
passes_short,-0.2683
passes_completed_medium,-1.4398
passes_medium,-1.4447
passes_completed_long,-1.1285
passes_long,-1.1457
passes_total_distance,-1.1748
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,-1.0296
passes_switches,-0.6681
crosses,0.3562
corner_kicks,-0.342
passes_intercepted,-1.8578
passes_blocked,0.1153
dispossessed,0.1206
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.5747
shots_on_target,-0.4746
sca,-0.028
gca,-1.0103
xg,0.0837
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.795
passes_into_penalty_area,0.1067
progressive_passes,-0.6091
carry_progressive_distance,-0.6119
assisted_shots,-0.4213
fouled,2.9186
pens_won,-0.2937
tackles,1.5106
interceptions,-1.1647
blocks,1.2038
tackles_won,0.9318
dribble_tackles,0.3587
dribbles_vs,0.1544
pressures,2.2791
pressure_regains,1.4102
clearances,-1.0155
errors,-0.376
aerials_won,-0.4544
aerials_lost,0.7868
ball_recoveries,-0.9807
pens_conceded,-0.3183
fouls,1.9839
cards_yellow_red,-0.1907
