position,RB
minutes,1941.0
passes_completed,0.0643
passes,0.2232
dribbles_completed,-0.7313
dribbles,-0.5762
passes_completed_short,-0.0199
passes_short,0.0259
passes_completed_medium,0.2227
passes_medium,0.4001
passes_completed_long,-0.0299
passes_long,0.2274
passes_total_distance,0.049
passes_free_kicks,-0.2014
through_balls,-0.6322
passes_pressure,-0.0276
passes_switches,-0.5504
crosses,0.6998
corner_kicks,-0.4246
passes_intercepted,0.3161
passes_blocked,0.1653
dispossessed,-0.7328
goals,-0.724
assists,-0.3996
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.1399
shots_on_target,-0.9153
sca,-0.4375
gca,-0.3915
xg,-0.8578
crosses_into_penalty_area,0.9534
passes_into_final_third,0.0219
passes_into_penalty_area,0.2149
progressive_passes,0.4381
carry_progressive_distance,-0.8056
assisted_shots,-0.4633
fouled,0.9035
pens_won,-0.2937
tackles,-0.2129
interceptions,0.7864
blocks,0.8562
tackles_won,-0.1335
dribble_tackles,-0.5783
dribbles_vs,-0.6642
pressures,-0.5555
pressure_regains,-0.6423
clearances,-0.2337
errors,0.5966
aerials_won,-0.8105
aerials_lost,-0.7497
ball_recoveries,0.7073
pens_conceded,-0.3183
fouls,-0.2425
cards_yellow_red,-0.1907
