position,LW
minutes,-0.578
passes_completed,-1.0029
passes,-0.9787
dribbles_completed,-0.2098
dribbles,-0.1793
passes_completed_short,-0.523
passes_short,-0.4725
passes_completed_medium,-1.0385
passes_medium,-0.9909
passes_completed_long,-1.198
passes_long,-0.9845
passes_total_distance,-1.1348
passes_free_kicks,-0.7059
through_balls,-0.632
passes_pressure,-1.0386
passes_switches,-0.5344
crosses,1.1816
corner_kicks,0.2055
passes_intercepted,-0.6026
passes_blocked,-0.1071
dispossessed,0.251
goals,0.043
assists,1.3744
pens_made,-0.2418
pens_att,-0.271
shots_total,0.3601
shots_on_target,0.2831
sca,0.4919
gca,0.1804
xg,0.6471
crosses_into_penalty_area,1.9887
passes_into_final_third,-0.97
passes_into_penalty_area,0.3663
progressive_passes,-0.8573
carry_progressive_distance,-0.5074
assisted_shots,0.5262
fouled,0.6852
pens_won,-0.2935
tackles,-0.2266
interceptions,0.3212
blocks,1.435
tackles_won,0.2698
dribble_tackles,-0.3745
dribbles_vs,-1.028
pressures,-0.3726
pressure_regains,-0.3468
clearances,-0.9346
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-0.7713
ball_recoveries,-1.2018
pens_conceded,-0.3182
fouls,-0.3108
cards_yellow_red,-0.1906
