position,CB
minutes,2.1144
passes_completed,2.0021
passes,1.8744
dribbles_completed,0.0443
dribbles,-0.1934
passes_completed_short,0.8392
passes_short,0.8037
passes_completed_medium,2.4604
passes_medium,2.2967
passes_completed_long,2.8132
passes_long,2.2403
passes_total_distance,2.3915
passes_free_kicks,1.6711
through_balls,-0.5
passes_pressure,1.6278
passes_switches,1.3173
crosses,-0.5337
corner_kicks,-0.3242
passes_intercepted,-0.0985
passes_blocked,0.2247
dispossessed,-0.2946
goals,0.4506
assists,0.1146
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.2014
shots_on_target,0.2989
sca,-0.1801
gca,-0.2094
xg,0.1134
crosses_into_penalty_area,-0.4603
passes_into_final_third,1.3592
passes_into_penalty_area,-0.3764
progressive_passes,0.7777
carry_progressive_distance,1.5359
assisted_shots,-0.4819
fouled,0.7277
pens_won,0.7686
tackles,1.3704
interceptions,3.293
blocks,2.6388
tackles_won,1.193
dribble_tackles,1.3378
dribbles_vs,0.7341
pressures,0.3463
pressure_regains,0.6955
clearances,4.4616
errors,3.3832
aerials_won,2.8196
aerials_lost,1.0478
ball_recoveries,2.6863
pens_conceded,4.4944
fouls,1.3933
cards_yellow_red,-0.3235
