position,WB
minutes,-0.6162
passes_completed,0.5572
passes,0.6099
dribbles_completed,1.0318
dribbles,0.8292
passes_completed_short,0.6976
passes_short,0.6901
passes_completed_medium,0.4438
passes_medium,0.5537
passes_completed_long,0.1664
passes_long,-0.1491
passes_total_distance,0.4376
passes_free_kicks,-0.1523
through_balls,1.4566
passes_pressure,0.7719
passes_switches,-0.2894
crosses,0.3229
corner_kicks,-0.4166
passes_intercepted,1.2516
passes_blocked,2.0069
dispossessed,-0.7473
goals,-0.7238
assists,1.5921
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.4016
shots_on_target,-1.0285
sca,0.9511
gca,0.9567
xg,-0.7849
crosses_into_penalty_area,2.798
passes_into_final_third,-0.0905
passes_into_penalty_area,1.6883
progressive_passes,0.9646
carry_progressive_distance,1.213
assisted_shots,0.298
fouled,-0.4704
pens_won,-0.2935
tackles,0.299
interceptions,1.4442
blocks,-0.4971
tackles_won,0.2258
dribble_tackles,1.2941
dribbles_vs,0.9734
pressures,-0.505
pressure_regains,-0.7654
clearances,0.5821
errors,-0.3758
aerials_won,-0.0986
aerials_lost,-0.1025
ball_recoveries,-0.1655
pens_conceded,3.7241
fouls,1.2969
cards_yellow_red,-0.1906
