position,LW
minutes,1660.0
passes_completed,-1.0334
passes,-0.9557
dribbles_completed,1.7455
dribbles,1.5972
passes_completed_short,-1.2258
passes_short,-1.2345
passes_completed_medium,-0.7948
passes_medium,-0.7562
passes_completed_long,-0.3426
passes_long,-0.1539
passes_total_distance,-0.787
passes_free_kicks,-0.0624
through_balls,-0.6322
passes_pressure,-0.9108
passes_switches,0.5217
crosses,1.5919
corner_kicks,1.399
passes_intercepted,-0.7139
passes_blocked,0.509
dispossessed,1.6531
goals,1.4512
assists,0.5329
pens_made,2.3369
pens_att,1.8843
shots_total,1.6989
shots_on_target,1.4962
sca,1.4873
gca,0.9193
xg,1.2124
crosses_into_penalty_area,1.6423
passes_into_final_third,-1.1614
passes_into_penalty_area,0.7271
progressive_passes,-1.0161
carry_progressive_distance,0.9798
assisted_shots,0.9405
fouled,0.6057
pens_won,-0.2937
tackles,-0.5574
interceptions,-0.5038
blocks,-0.4762
tackles_won,-0.509
dribble_tackles,-0.5764
dribbles_vs,-0.5064
pressures,0.5339
pressure_regains,0.8067
clearances,-0.689
errors,0.7612
aerials_won,-0.7552
aerials_lost,0.2495
ball_recoveries,-0.647
pens_conceded,-0.3183
fouls,-0.1131
cards_yellow_red,-0.1907
