position,FW
passes_completed,1.0578
passes,1.4517
dribbles_completed,4.8473
dribbles,5.1082
passes_completed_short,2.0436
passes_short,2.4458
passes_completed_medium,0.2364
passes_medium,0.4372
passes_completed_long,-0.2801
passes_long,0.1419
passes_total_distance,0.3941
passes_free_kicks,0.9098
through_balls,9.519
passes_pressure,2.7921
passes_switches,0.5783
crosses,0.5522
corner_kicks,2.9398
passes_intercepted,3.8985
passes_blocked,2.3169
dispossessed,3.4485
goals,5.1402
assists,2.5105
pens_made,-0.2418
pens_att,-0.271
shots_total,3.6348
shots_on_target,3.4856
sca,3.4661
gca,2.6313
xg,3.6666
crosses_into_penalty_area,-0.8504
passes_into_final_third,1.8858
passes_into_penalty_area,4.1326
progressive_passes,3.5818
carry_progressive_distance,4.0156
assisted_shots,2.7192
fouled,3.3125
pens_won,-0.2935
tackles,-1.2418
interceptions,-1.6369
blocks,-1.0636
tackles_won,-1.12
dribble_tackles,-0.8954
dribbles_vs,-0.5283
pressures,-0.4183
pressure_regains,-0.3414
clearances,-0.8919
errors,-0.3758
aerials_won,-0.9308
aerials_lost,-0.9021
ball_recoveries,-0.6458
pens_conceded,-0.3182
fouls,-0.0557
cards_yellow_red,-0.1906
