position,LM
passes_completed,-1.0322
passes,-1.2586
dribbles_completed,0.2252
dribbles,0.3447
passes_completed_short,-0.3212
passes_short,-0.3244
passes_completed_medium,-1.1252
passes_medium,-1.2034
passes_completed_long,-1.3483
passes_long,-1.3371
passes_total_distance,-1.3143
passes_free_kicks,-1.0432
through_balls,-0.7252
passes_pressure,-0.4412
passes_switches,-1.0997
crosses,-0.2439
corner_kicks,-0.4808
passes_intercepted,0.2924
passes_blocked,-0.7001
dispossessed,0.1279
goals,0.333
assists,0.5688
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.129
shots_on_target,0.7064
sca,0.5091
gca,1.0923
xg,0.3147
crosses_into_penalty_area,-0.1716
passes_into_final_third,-1.0274
passes_into_penalty_area,-0.2572
progressive_passes,-0.6708
carry_progressive_distance,0.4152
assisted_shots,-0.0574
fouled,-0.7227
pens_won,2.7643
tackles,-0.0312
interceptions,-0.4399
blocks,-0.7938
tackles_won,-0.0342
dribble_tackles,-0.5569
dribbles_vs,-0.8274
pressures,-0.2772
pressure_regains,-0.5081
clearances,-0.6041
errors,-0.5457
aerials_won,-0.8671
aerials_lost,-0.3147
ball_recoveries,-0.3791
pens_conceded,-0.4415
fouls,-0.663
cards_yellow_red,-0.2618
