position,LM
passes_completed,-0.6711
passes,-0.4026
dribbles_completed,1.072
dribbles,1.0387
passes_completed_short,-0.5354
passes_short,-0.2453
passes_completed_medium,-0.5818
passes_medium,-0.3906
passes_completed_long,-0.5372
passes_long,-0.3875
passes_total_distance,-0.6745
passes_free_kicks,-0.9365
through_balls,0.6042
passes_pressure,0.2392
passes_switches,0.5878
crosses,1.8171
corner_kicks,-0.3277
passes_intercepted,0.201
passes_blocked,1.9112
dispossessed,0.2553
goals,0.1505
assists,0.6232
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.1992
shots_on_target,0.4188
sca,0.7518
gca,1.1735
xg,-0.5532
crosses_into_penalty_area,0.2674
passes_into_final_third,-0.8154
passes_into_penalty_area,2.7733
progressive_passes,0.3561
carry_progressive_distance,1.3852
assisted_shots,0.4137
fouled,1.7441
pens_won,-0.3695
tackles,-0.2709
interceptions,-0.747
blocks,0.8351
tackles_won,-0.3256
dribble_tackles,0.0464
dribbles_vs,0.3737
pressures,-0.2737
pressure_regains,-0.0315
clearances,-0.9612
errors,-0.5457
aerials_won,-0.766
aerials_lost,-0.6209
ball_recoveries,-1.2281
pens_conceded,-0.4415
fouls,0.7315
cards_yellow_red,7.2743
