position,CM
minutes,2134.0
passes_completed,1.7109
passes,1.6541
dribbles_completed,-0.824
dribbles,-0.9243
passes_completed_short,0.6257
passes_short,0.5624
passes_completed_medium,1.7547
passes_medium,1.7213
passes_completed_long,2.5293
passes_long,2.1531
passes_total_distance,2.0934
passes_free_kicks,0.2718
through_balls,0.2645
passes_pressure,0.857
passes_switches,2.1741
crosses,-0.962
corner_kicks,-0.5567
passes_intercepted,0.9104
passes_blocked,-0.8187
dispossessed,-0.7467
goals,-0.724
assists,-0.095
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.024
shots_on_target,-0.9256
sca,-0.413
gca,-0.2598
xg,-0.7699
crosses_into_penalty_area,-0.5524
passes_into_final_third,2.1478
passes_into_penalty_area,-0.4505
progressive_passes,1.4018
carry_progressive_distance,-0.5729
assisted_shots,-0.2448
fouled,-0.4119
pens_won,-0.2937
tackles,0.4271
interceptions,1.8019
blocks,0.1019
tackles_won,0.2287
dribble_tackles,-0.0976
dribbles_vs,0.3084
pressures,-0.3464
pressure_regains,-0.403
clearances,0.5591
errors,-0.376
aerials_won,-0.1184
aerials_lost,-0.4514
ball_recoveries,1.5892
pens_conceded,-0.3183
fouls,-1.2253
cards_yellow_red,-0.1907
