position,LM
minutes,-0.2478
passes_completed,-1.0546
passes,-1.1463
dribbles_completed,-0.0107
dribbles,0.5491
passes_completed_short,-0.5191
passes_short,-0.5445
passes_completed_medium,-1.2324
passes_medium,-1.3194
passes_completed_long,-1.079
passes_long,-1.1532
passes_total_distance,-1.1627
passes_free_kicks,-0.9338
through_balls,-0.632
passes_pressure,-0.6798
passes_switches,-0.8358
crosses,0.4614
corner_kicks,-0.5565
passes_intercepted,-1.1587
passes_blocked,0.6355
dispossessed,1.5353
goals,-0.2969
assists,-0.7711
pens_made,1.5292
pens_att,1.2092
shots_total,0.3162
shots_on_target,-0.4809
sca,-0.4096
gca,-0.6786
xg,0.2863
crosses_into_penalty_area,-0.3236
passes_into_final_third,-0.7587
passes_into_penalty_area,-0.3757
progressive_passes,-0.8644
carry_progressive_distance,0.7608
assisted_shots,-0.5395
fouled,0.8509
pens_won,-0.2935
tackles,-0.7344
interceptions,-0.7026
blocks,0.3422
tackles_won,-1.0542
dribble_tackles,-0.6485
dribbles_vs,-1.0962
pressures,-0.2373
pressure_regains,-0.6936
clearances,-0.6564
errors,-0.3758
aerials_won,0.4373
aerials_lost,0.2975
ball_recoveries,-0.8676
pens_conceded,1.7247
fouls,0.368
cards_yellow_red,-0.1906
