position,RW
minutes,559.0
passes_completed,-0.3328
passes,-0.4858
dribbles_completed,1.4195
dribbles,1.4591
passes_completed_short,0.4904
passes_short,0.3698
passes_completed_medium,-0.8066
passes_medium,-0.9956
passes_completed_long,-0.781
passes_long,-0.7304
passes_total_distance,-0.6571
passes_free_kicks,-0.4521
through_balls,-0.6322
passes_pressure,0.1883
passes_switches,-0.1876
crosses,0.4576
corner_kicks,1.1245
passes_intercepted,0.4067
passes_blocked,0.0149
dispossessed,0.0428
goals,0.1988
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.0245
shots_on_target,-0.2396
sca,0.6718
gca,-0.294
xg,-0.0814
crosses_into_penalty_area,1.4272
passes_into_final_third,-1.0345
passes_into_penalty_area,0.7064
progressive_passes,-0.717
carry_progressive_distance,0.4134
assisted_shots,0.223
fouled,0.0749
pens_won,-0.2937
tackles,0.1272
interceptions,0.0458
blocks,1.1924
tackles_won,-0.147
dribble_tackles,1.1204
dribbles_vs,0.299
pressures,1.0347
pressure_regains,0.0646
clearances,-0.8216
errors,-0.376
aerials_won,-1.1372
aerials_lost,-0.1568
ball_recoveries,-1.2567
pens_conceded,-0.3183
fouls,-1.0019
cards_yellow_red,-0.1907
