position,LB
passes_completed,0.1747
passes,0.4171
dribbles_completed,0.3806
dribbles,0.4434
passes_completed_short,0.4535
passes_short,0.4333
passes_completed_medium,0.1489
passes_medium,0.4896
passes_completed_long,-0.4995
passes_long,-0.3132
passes_total_distance,-0.0802
passes_free_kicks,-0.5027
through_balls,-0.2317
passes_pressure,0.4555
passes_switches,-0.0641
crosses,1.3511
corner_kicks,-0.4808
passes_intercepted,0.437
passes_blocked,1.6496
dispossessed,-0.245
goals,-0.4104
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.4751
shots_on_target,-0.7262
sca,-0.1144
gca,-1.0626
xg,-0.8123
crosses_into_penalty_area,1.6221
passes_into_final_third,-0.0981
passes_into_penalty_area,0.6116
progressive_passes,0.3852
carry_progressive_distance,0.3878
assisted_shots,-0.024
fouled,-0.8817
pens_won,-0.3695
tackles,0.1875
interceptions,-0.4434
blocks,0.5852
tackles_won,0.2768
dribble_tackles,1.0634
dribbles_vs,0.2172
pressures,-0.5481
pressure_regains,-0.4419
clearances,0.6037
errors,-0.5457
aerials_won,-0.4988
aerials_lost,-0.5504
ball_recoveries,0.6923
pens_conceded,-0.4415
fouls,-0.9024
cards_yellow_red,2.5355
