position,CM
passes_completed,0.1168
passes,0.451
dribbles_completed,2.0783
dribbles,1.6147
passes_completed_short,0.3616
passes_short,0.3711
passes_completed_medium,-0.3874
passes_medium,-0.2585
passes_completed_long,0.7174
passes_long,1.1248
passes_total_distance,0.2435
passes_free_kicks,0.7473
through_balls,2.7696
passes_pressure,0.4422
passes_switches,1.979
crosses,0.5176
corner_kicks,1.3428
passes_intercepted,0.733
passes_blocked,0.3655
dispossessed,1.8652
goals,0.8217
assists,1.2246
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.6001
shots_on_target,0.676
sca,1.1607
gca,1.5499
xg,0.0667
crosses_into_penalty_area,0.6145
passes_into_final_third,1.6054
passes_into_penalty_area,1.1681
progressive_passes,1.1567
carry_progressive_distance,0.5429
assisted_shots,0.7246
fouled,1.7857
pens_won,0.3904
tackles,1.2312
interceptions,-0.1632
blocks,0.2267
tackles_won,1.1208
dribble_tackles,1.587
dribbles_vs,1.955
pressures,0.702
pressure_regains,0.3845
clearances,-0.3471
errors,-0.5457
aerials_won,-0.4275
aerials_lost,-0.3716
ball_recoveries,0.187
pens_conceded,-0.4415
fouls,0.9354
cards_yellow_red,2.3797
