position,LM
minutes,306.0
passes_completed,-0.9469
passes,-1.1448
dribbles_completed,-0.594
dribbles,-0.8687
passes_completed_short,-0.6596
passes_short,-0.586
passes_completed_medium,-0.7381
passes_medium,-0.9036
passes_completed_long,-1.2182
passes_long,-1.4617
passes_total_distance,-1.0089
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,-0.1587
passes_switches,-1.0797
crosses,-0.4082
corner_kicks,-0.5567
passes_intercepted,0.2106
passes_blocked,-0.5773
dispossessed,0.5823
goals,0.9617
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.8385
shots_on_target,-0.308
sca,-0.7244
gca,0.2982
xg,2.0674
crosses_into_penalty_area,-0.8508
passes_into_final_third,-1.0858
passes_into_penalty_area,-1.308
progressive_passes,-0.7389
carry_progressive_distance,-0.6128
assisted_shots,-0.9732
fouled,1.5143
pens_won,-0.2937
tackles,0.1197
interceptions,-1.6376
blocks,0.8855
tackles_won,-0.8077
dribble_tackles,0.1199
dribbles_vs,1.1398
pressures,0.1713
pressure_regains,-0.5778
clearances,-0.6613
errors,-0.376
aerials_won,-1.1372
aerials_lost,-1.0222
ball_recoveries,-0.7078
pens_conceded,-0.3183
fouls,0.8133
cards_yellow_red,-0.1907
