position,RW
minutes,982.0
passes_completed,-0.9567
passes,-0.8447
dribbles_completed,0.1719
dribbles,-0.0256
passes_completed_short,-0.7474
passes_short,-0.5771
passes_completed_medium,-0.9616
passes_medium,-0.8413
passes_completed_long,-0.577
passes_long,-0.5773
passes_total_distance,-0.858
passes_free_kicks,-0.8058
through_balls,-0.6322
passes_pressure,-0.9638
passes_switches,0.176
crosses,1.7366
corner_kicks,-0.3827
passes_intercepted,0.0758
passes_blocked,0.8104
dispossessed,0.0372
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.2711
shots_on_target,-0.5796
sca,-0.1919
gca,-0.6026
xg,-0.2985
crosses_into_penalty_area,0.7702
passes_into_final_third,-0.8963
passes_into_penalty_area,-0.1613
progressive_passes,-0.825
carry_progressive_distance,0.0348
assisted_shots,-0.4742
fouled,1.0593
pens_won,-0.2937
tackles,0.6345
interceptions,-0.1044
blocks,1.5391
tackles_won,0.4075
dribble_tackles,0.5038
dribbles_vs,1.7991
pressures,2.0552
pressure_regains,1.1964
clearances,-0.6844
errors,-0.376
aerials_won,-0.676
aerials_lost,-0.3756
ball_recoveries,-0.4204
pens_conceded,-0.3183
fouls,1.2208
cards_yellow_red,-0.1907
