position,CM
minutes,572.0
passes_completed,2.646
passes,2.3219
dribbles_completed,0.4919
dribbles,0.0117
passes_completed_short,3.1479
passes_short,3.1429
passes_completed_medium,1.8421
passes_medium,1.6205
passes_completed_long,1.1904
passes_long,0.4046
passes_total_distance,2.0514
passes_free_kicks,-0.2794
through_balls,3.8282
passes_pressure,2.1518
passes_switches,0.7962
crosses,-1.1359
corner_kicks,-0.1086
passes_intercepted,-0.3824
passes_blocked,-0.2575
dispossessed,-0.1685
goals,-0.724
assists,1.752
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.3388
shots_on_target,0.1281
sca,0.746
gca,0.3897
xg,-0.3259
crosses_into_penalty_area,-0.8508
passes_into_final_third,2.1349
passes_into_penalty_area,0.9067
progressive_passes,0.4628
carry_progressive_distance,1.0513
assisted_shots,1.0902
fouled,0.4607
pens_won,-0.2937
tackles,-0.6655
interceptions,-0.6505
blocks,-0.8672
tackles_won,-0.4606
dribble_tackles,-1.0212
dribbles_vs,0.8024
pressures,1.5961
pressure_regains,0.7204
clearances,-0.7313
errors,-0.376
aerials_won,-0.9789
aerials_lost,-0.5104
ball_recoveries,-0.1493
pens_conceded,-0.3183
fouls,0.2486
cards_yellow_red,-0.1907
